target,horizon_h,variant,model,rmse_train,mae_train,r2_train,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test,baseline_rmse_test,baseline_mae_test
C6H6(GT),12,With IF flags,GradientBoosting,0.5628372075512,0.3729086854210098,0.6236056947952247,1.0520695244064615,0.7304926069706856,0.2832679997442217,0.9392106525501938,0.6717001305588511,0.22597074967175035,1.063391451796941,0.744347197160392
C6H6(GT),12,With IF flags,RandomForest,0.1946444511629961,0.12040041087663297,0.9549845599711393,1.0849795709394938,0.738218865970272,0.23772612442217245,0.9492587840499644,0.6820443941070117,0.2093202748051345,1.063391451796941,0.744347197160392
C6H6(GT),24,No IF flags,LinearRegression,0.7628740164144394,0.5074306990726625,0.30937035963872805,1.01821916683058,0.7632151262983198,0.3263257631608325,0.9291349057878542,0.5949859419945744,0.24615672097803953,0.9882258128633233,0.5622843199127016
C6H6(GT),24,No IF flags,GradientBoosting,0.6227347834738529,0.39610617012337546,0.5398008458770666,1.0314551314483633,0.6666007136143072,0.30869756774604284,0.9538267250854033,0.6512901774002895,0.20555746491212235,0.9882258128633233,0.5622843199127016
C6H6(GT),24,No IF flags,RandomForest,0.22196658192241697,0.13398750315960117,0.9415324687973048,1.101993241416599,0.7494099859505442,0.21091231560220813,0.9981362658586492,0.7236678752722169,0.1300321850154319,0.9882258128633233,0.5622843199127016
C6H6(GT),24,With IF flags,LinearRegression,0.7608313285588829,0.5063234009306212,0.3130638975855733,1.0413781896156316,0.7793856360255568,0.2953323105128617,0.9472712775558587,0.5930348102071793,0.2164400072739483,0.9882258128633233,0.5622843199127016
C6H6(GT),24,With IF flags,GradientBoosting,0.6197956161929719,0.39616915069876446,0.5441346661289459,1.0619495175546811,0.6835153817138557,0.2672174020609034,0.9550884066237051,0.6106692255717373,0.2034543651027093,0.9882258128633233,0.5622843199127016
C6H6(GT),24,With IF flags,RandomForest,0.22228030461514336,0.13340287668744555,0.9413670785509453,1.0954140251045903,0.7509588535203439,0.22030634954422834,0.9989081405742749,0.7252527079235407,0.12868614474820284,0.9882258128633233,0.5622843199127016
CO(GT),1,No IF flags,GradientBoosting,0.3556875308437097,0.24482989215480286,0.8550969444321443,0.6918719361981401,0.47098141159800977,0.7168480861402109,0.5219353092998399,0.3639369041708465,0.69944918994746,0.5461496160254858,0.35187401169665944
CO(GT),1,No IF flags,RandomForest,0.14026650883444064,0.09485516964855542,0.9774654838375185,0.6914957542031408,0.4678681533378378,0.7171559110102672,0.5567936964338275,0.4081952118413778,0.6579629388282162,0.5461496160254858,0.35187401169665944
CO(GT),1,No IF flags,LinearRegression,0.5265182779270311,0.3763206912246048,0.6824828653953192,0.7902088234762231,0.6141996325199878,0.6306383337342354,0.9757183393468896,0.8020130969811504,-0.05034865189250004,0.5461496160254858,0.35187401169665944
CO(GT),1,With IF flags,GradientBoosting,0.3556513451938636,0.24489164492914953,0.8551264261769803,0.6881833108774364,0.4669479578043491,0.7198592132375403,0.5219154383311551,0.36715412862280017,0.6994720744771774,0.5461496160254858,0.35187401169665944
CO(GT),1,With IF flags,RandomForest,0.13989839199951054,0.09464941262815443,0.9775836082516115,0.6910801382298234,0.4678352220895869,0.7174958095366065,0.556243339355095,0.4083668581436661,0.658638770777488,0.5461496160254858,0.35187401169665944
CO(GT),1,With IF flags,LinearRegression,0.5214819539572727,0.3720809099959164,0.6885281297932726,0.7679956102042877,0.5997653019784187,0.6511123900450657,0.9089937293290821,0.735465417310551,0.08839579252003738,0.5461496160254858,0.35187401169665944
CO(GT),6,No IF flags,GradientBoosting,0.4998497795854785,0.3542746662017952,0.7171851764683534,0.9333190084079179,0.6683748001697221,0.4709882593538328,0.7059015683415983,0.5233763086001267,0.45129717379579537,1.2388548447553471,0.9359258067682592
CO(GT),6,No IF flags,RandomForest,0.17029960142501663,0.11716116832065128,0.9671715466596967,0.9026046635039434,0.6584809019203959,0.5052335587240531,0.7316088039984777,0.5542911779338267,0.4106045897369942,1.2388548447553471,0.9359258067682592
CO(GT),6,No IF flags,LinearRegression,0.8252260082074597,0.612201329025229,0.22915160415822,1.2186660276843284,0.886089755802646,0.09806654146350635,0.9594027205664616,0.7559727628139146,-0.013563108641992283,1.2388548447553471,0.9359258067682592
CO(GT),6,With IF flags,GradientBoosting,0.500446952184443,0.35482245644476396,0.7165090127229785,0.9329372803597565,0.6717094556036897,0.4714209031141824,0.7094807075664405,0.5326149503571408,0.44571888173517116,1.2388548447553471,0.9359258067682592
CO(GT),6,With IF flags,RandomForest,0.17023389344268824,0.11707428441290339,0.9671968746730386,0.9015652287287993,0.6574125903675064,0.5063724434336518,0.7334174670409199,0.5557149055717737,0.40768681351609415,1.2388548447553471,0.9359258067682592
CO(GT),6,With IF flags,LinearRegression,0.8213885196276349,0.6092708620477089,0.23630417549431593,1.2324145249782312,0.9041435332369011,0.07760125135257212,1.0057550720337074,0.7892529828779854,-0.11386707395193096,1.2388548447553471,0.9359258067682592
CO(GT),12,No IF flags,RandomForest,0.180958947391573,0.12435246286244399,0.9629513628220107,0.991965776542109,0.7218288276888858,0.403157177362535,0.7734769603114193,0.5876465269897696,0.34247490645862644,1.2365550732372055,0.9366981391425891
CO(GT),12,No IF flags,LinearRegression,0.806205963038415,0.6030753393575681,0.2646330172171879,1.22373124715692,0.9676528350332433,0.09168037653134342,0.8793424798054778,0.6681435728116905,0.1501668346711612,1.2365550732372055,0.9366981391425891
CO(GT),12,No IF flags,GradientBoosting,0.5307790304072592,0.38257284999864904,0.6812577543749188,1.0417885747254163,0.7714732071620641,0.34169708510671104,0.9600080831801864,0.7242417500175464,-0.012901811014161435,1.2365550732372055,0.9366981391425891
CO(GT),12,With IF flags,RandomForest,0.18105521640544117,0.1244021298914435,0.9629119330559612,0.9931124274986433,0.7233579345217548,0.40177655324313455,0.7722980320369122,0.5872882013612758,0.3444777693894433,1.2365550732372055,0.9366981391425891
CO(GT),12,With IF flags,GradientBoosting,0.5307500435114385,0.38214661118146154,0.6812925677170016,1.0205222948232997,0.7563180295805538,0.3682989604539877,0.8654809471303557,0.6767754123935847,0.17674838487065525,1.2365550732372055,0.9366981391425891
CO(GT),12,With IF flags,LinearRegression,0.8024699457180913,0.6019606593897175,0.2714327141042093,1.2233579565037944,0.9607056065746676,0.09223444510029888,0.868809531337538,0.6571921707131507,0.17040386216261716,1.2365550732372055,0.9366981391425891
CO(GT),24,No IF flags,GradientBoosting,0.5264983673189212,0.37713560768720483,0.6876160131680276,0.9440963327582265,0.6868559914895203,0.4550234473246435,0.819685227713883,0.6046738378339399,0.2634852532614761,0.8758785167307672,0.6037202428175766
CO(GT),24,No IF flags,LinearRegression,0.7021748859577174,0.5181559967494145,0.44437050646886167,1.058977113563504,0.8395958237656365,0.31432495344945277,0.822321398042531,0.6071388062286289,0.2587402599681059,0.8758785167307672,0.6037202428175766
CO(GT),24,No IF flags,RandomForest,0.18657941949785037,0.12788432552814094,0.960769650173944,0.9970952724579214,0.7293833354838898,0.39211908245496574,0.8239960955037418,0.6312058839747398,0.2557179626548529,0.8758785167307672,0.6037202428175766
CO(GT),24,With IF flags,GradientBoosting,0.525609342714422,0.37628569370905207,0.6886700813151689,0.933751454519362,0.6780747676604283,0.4669011094235368,0.8136045621911001,0.5935219641901579,0.2743720870454165,0.8758785167307672,0.6037202428175766
CO(GT),24,With IF flags,LinearRegression,0.6994868274780693,0.5159452811156895,0.44861647361289936,1.0680452606170203,0.8427154074370686,0.3025316408972175,0.8171432796357668,0.6033074335127858,0.26804622189729244,0.8758785167307672,0.6037202428175766
CO(GT),24,With IF flags,RandomForest,0.1867079958297961,0.12786578594622536,0.9607155624026547,0.9919541104884205,0.7273248766208877,0.3983715586657869,0.8248843201250697,0.6308597460275214,0.2541125037348775,0.8758785167307672,0.6037202428175766
NMHC(GT),1,No IF flags,GradientBoosting,0.40540054767309264,0.26411353602217935,0.8402259471558388,0.5548370475033642,0.395479414711823,0.8021987538615416,0.48467111774017735,0.3482550008349036,0.5362860670287737,0.4109970677635563,0.2428427456262707
NMHC(GT),1,No IF flags,RandomForest,0.1589117380086021,0.09970568918102103,0.9754501103336272,0.5835935303715776,0.4134448368927873,0.7811638544768449,0.5439143075606652,0.37579046126660454,0.41599464333428704,0.4109970677635563,0.2428427456262707
NMHC(GT),1,No IF flags,LinearRegression,0.619682415670893,0.4381491256099307,0.6266845750588061,0.8000542416017191,0.6683793130742597,0.5887205753429767,1.0805779509999014,0.960064108588611,-1.3049848104658839,0.4109970677635563,0.2428427456262707
NMHC(GT),1,With IF flags,GradientBoosting,0.4067589711114125,0.26491146379141267,0.839153405682458,0.5569523260660266,0.39693329119704923,0.8006876712569083,0.5268599140206514,0.37333049332801965,0.4520433802295287,0.4109970677635563,0.2428427456262707
NMHC(GT),1,With IF flags,RandomForest,0.15919661735327878,0.09981730512766883,0.9753620107963198,0.5797433895888494,0.41091607394188756,0.7840417845704617,0.537328643915665,0.3726354669524101,0.43005119197750086,0.4109970677635563,0.2428427456262707
NMHC(GT),1,With IF flags,LinearRegression,0.6136598109525977,0.4328063544548475,0.6339057114935247,0.7922969922898839,0.6547461237942482,0.5966573625674914,1.0555647446239569,0.933254422451351,-1.1995083636205717,0.4109970677635563,0.2428427456262707
NMHC(GT),6,No IF flags,GradientBoosting,0.5669598343997513,0.3902392658301158,0.6889950116773222,0.9024389453641153,0.6724807182632091,0.46977454835894494,0.6010185950722806,0.4470151011667369,0.2882525366308053,0.9402321794958125,0.6779060005885873
NMHC(GT),6,No IF flags,RandomForest,0.18733747966511405,0.1226998550780414,0.9660443447599214,0.9154575043605648,0.6724334817393209,0.45436616876187375,0.7387415873326842,0.5082889049665552,-0.07531376840907766,0.9402321794958125,0.6779060005885873
NMHC(GT),6,No IF flags,LinearRegression,0.9007069591419419,0.6614276647852503,0.21507202883149346,1.144022251194284,0.9095478126155458,0.1478935451443658,0.7993399832292349,0.6532775394800044,-0.25896363052546767,0.9402321794958125,0.6779060005885873
NMHC(GT),6,With IF flags,GradientBoosting,0.5669290216433519,0.3907664935326484,0.6890288153436832,0.9038879240234734,0.6734290357311536,0.46807049478906193,0.6013115643349147,0.45132123064771623,0.28755847839939486,0.9402321794958125,0.6779060005885873
NMHC(GT),6,With IF flags,RandomForest,0.18753175390455148,0.1225689581754413,0.9659738823025993,0.9151423021974837,0.6715256855130413,0.45474183962561787,0.7505062603239603,0.5144096853022745,-0.10983584814462555,0.9402321794958125,0.6779060005885873
NMHC(GT),6,With IF flags,LinearRegression,0.8973677381225647,0.6579564890861551,0.2208812199431457,1.1541883389219996,0.920364356694804,0.13268216615994954,0.8395731700356064,0.6707314795641923,-0.38888796011058857,0.9402321794958125,0.6779060005885873
NMHC(GT),12,No IF flags,LinearRegression,0.8931762522231755,0.6611574821488894,0.2279516549104984,1.2002521191854791,1.0357514308654272,0.06297070194684551,0.6935340180488616,0.5492232351511439,0.05361540683696042,0.9457755534590252,0.707491861728051
NMHC(GT),12,No IF flags,RandomForest,0.2022636338031457,0.13239916456679238,0.9604081521284663,0.9615013074080094,0.7128635981652268,0.398676792287763,0.7555469165073295,0.531294734949251,-0.12319458258946137,0.9457755534590252,0.707491861728051
NMHC(GT),12,No IF flags,GradientBoosting,0.5941059152316356,0.41647371712081355,0.6584156898143931,0.9497003162361574,0.7430982640170141,0.41334689648298295,1.019895224089865,0.7509538790039452,-1.0466484047108295,0.9457755534590252,0.707491861728051
NMHC(GT),12,With IF flags,LinearRegression,0.8897844085885624,0.6601602465967098,0.23380424011736556,1.2011357427894551,1.0248770797592912,0.0615905152821824,0.6815297793657179,0.5387078053866342,0.08609343060196739,0.9457755534590252,0.707491861728051
NMHC(GT),12,With IF flags,RandomForest,0.20217156266734973,0.13247045981563382,0.960444188628593,0.9609995195850223,0.7121493468675961,0.39930426502419236,0.7502331252283011,0.5284258958284267,-0.10745119624127986,0.9457755534590252,0.707491861728051
NMHC(GT),12,With IF flags,GradientBoosting,0.5941059152316356,0.41647371712081344,0.6584156898143931,0.9525579740468111,0.744447870416137,0.4098110946559853,0.944483782183552,0.7049908995951941,-0.7551778724849063,0.9457755534590252,0.707491861728051
NMHC(GT),24,No IF flags,LinearRegression,0.7961718586444212,0.579019318602765,0.3885487381461953,1.054569105180332,0.9001940531392751,0.26720073397145316,0.6349396522344948,0.46208337592135773,0.20976026595231334,0.6454149238341176,0.4200231428097358
NMHC(GT),24,No IF flags,RandomForest,0.2123792363830752,0.13960469899868408,0.9564916804637603,0.9401347511959018,0.7136394469253647,0.4176083359543714,0.775140751428993,0.5750115987934548,-0.17775539509216576,0.6454149238341176,0.4200231428097358
NMHC(GT),24,No IF flags,GradientBoosting,0.5914035401484782,0.4093655799085001,0.6626225593605306,0.890850857881023,0.6861651834879271,0.47706833218190536,1.1139572232377808,0.8297539514501551,-1.4323775756945163,0.6454149238341176,0.4200231428097358
NMHC(GT),24,With IF flags,LinearRegression,0.7929084462946855,0.5760264398374423,0.39355099510775304,1.0723876743573915,0.915050758173234,0.2422279804893741,0.6413935192123636,0.4666937116595842,0.19361377961442905,0.6454149238341176,0.4200231428097358
NMHC(GT),24,With IF flags,RandomForest,0.21238933971239243,0.13966721772041918,0.9564875407997927,0.9404479529181701,0.7137409548165727,0.41722022891786703,0.7775040508617826,0.5764654232666137,-0.18494797718785105,0.6454149238341176,0.4200231428097358
NMHC(GT),24,With IF flags,GradientBoosting,0.5910901659551522,0.40806565338655726,0.6629800052164763,0.9003249542990425,0.6883759765323041,0.46588655191185513,1.1185553779001505,0.8338679679748275,-1.4524995901646789,0.6454149238341176,0.4200231428097358
NO2(GT),1,No IF flags,RandomForest,0.1369392028361248,0.10313435606683474,0.9699152348100356,0.721217200068142,0.5402216294435888,0.4782754157782957,1.0623296374132505,0.8087611117473612,0.084326824433125,0.5647408573530254,0.4170609828412784
NO2(GT),1,No IF flags,GradientBoosting,0.36502372316149795,0.2803475604500779,0.7862366650082724,0.6305114856120249,0.4560106838950685,0.6012550874690534,1.126404072301603,0.9059145532141678,-0.02946199916097436,0.5647408573530254,0.4170609828412784
NO2(GT),1,No IF flags,LinearRegression,0.4955408975936357,0.3828908373464529,0.6060418932033909,0.7143445354618221,0.5154610127796269,0.4881713357566496,1.2311511487225129,0.9919504301082319,-0.22982876143548236,0.5647408573530254,0.4170609828412784
NO2(GT),1,With IF flags,GradientBoosting,0.3661175248335657,0.281211915289083,0.7849536524595735,0.5939885480678048,0.44023330162621865,0.6461124415040885,1.056204290202358,0.8458221940962626,0.09485584638306122,0.5647408573530254,0.4170609828412784
NO2(GT),1,With IF flags,RandomForest,0.13703474912481392,0.10327194559965926,0.9698732382100057,0.7171695058425759,0.5381165766818435,0.48411514228687025,1.0607933190835732,0.8090196298453225,0.08697336316663862,0.5647408573530254,0.4170609828412784
NO2(GT),1,With IF flags,LinearRegression,0.48629368917193394,0.3762357819772464,0.6206078832370324,0.6613766056899646,0.48537997584348436,0.5612604268025991,1.1774918211582812,0.9713790816504927,-0.12496159048371625,0.5647408573530254,0.4170609828412784
NO2(GT),6,No IF flags,GradientBoosting,0.45423961581270744,0.34920433072709545,0.672762919198899,0.8235233008678589,0.6326015129213176,0.30161598267610135,1.1076442607878214,0.8494420977826231,0.006204694214698381,1.4814250516703913,1.198384317100449
NO2(GT),6,No IF flags,RandomForest,0.14972263011317208,0.11400754128810772,0.9644477256044552,0.9061093363189222,0.6995666046123733,0.15451925942887057,1.2230207355260472,0.9425407836631068,-0.2116131506618848,1.4814250516703913,1.198384317100449
NO2(GT),6,No IF flags,LinearRegression,0.6866115032483516,0.5360671366441716,0.2523219269738507,1.032208501495904,0.7751471418347244,-0.097178710309207,1.4157796967573832,1.1219910595452238,-0.6236323574540772,1.4814250516703913,1.198384317100449
NO2(GT),6,With IF flags,GradientBoosting,0.45296956705922375,0.3483764813870348,0.6745902632519092,0.8020218455317635,0.6096735849273212,0.33760826614482753,1.0832849703768617,0.8287149919191408,0.04943510085706537,1.4814250516703913,1.198384317100449
NO2(GT),6,With IF flags,RandomForest,0.14992211445755685,0.11404817947062319,0.964352925683142,0.9042745712840917,0.6976328633589383,0.15793979132304625,1.2177320746893,0.9403529429854126,-0.20115714397302953,1.4814250516703913,1.198384317100449
NO2(GT),6,With IF flags,LinearRegression,0.6817442598916303,0.5321822611709484,0.262884618109276,1.006430655365785,0.7635482634563072,-0.04306223566976164,1.4067337071505739,1.1254642348718336,-0.6029505526288748,1.4814250516703913,1.198384317100449
NO2(GT),12,No IF flags,GradientBoosting,0.4749144095769938,0.36702410046641176,0.6450579877186806,0.8169981323970277,0.6274412721372582,0.3001804245416232,0.9877371383687585,0.7455264038665168,0.2102487334084936,1.4795057080560758,1.218206862010884
NO2(GT),12,No IF flags,RandomForest,0.16068322747712446,0.12047012439059923,0.9593680368374429,0.8797073392006325,0.6702023460113229,0.1886273031660971,1.0830126251852163,0.8234921950197168,0.050544524659297596,1.4795057080560758,1.218206862010884
NO2(GT),12,No IF flags,LinearRegression,0.6908707704027947,0.5397985791347751,0.2488609320342131,0.9383943681466846,0.7267453219598625,0.07675971952942351,1.2632051012542949,0.970525081435599,-0.291681103447029,1.4795057080560758,1.218206862010884
NO2(GT),12,With IF flags,GradientBoosting,0.47429591103064567,0.36733080668733753,0.6459818938477626,0.8200727074737918,0.6286570572468594,0.29490330983885993,0.9880200052061906,0.7472283898925756,0.20979633282100896,1.4795057080560758,1.218206862010884
NO2(GT),12,With IF flags,RandomForest,0.16085973708301668,0.12066124289410907,0.9592787198492277,0.883612476855524,0.6728639326410071,0.18140773212448247,1.0855107081835491,0.8259152684760648,0.04615943449427784,1.4795057080560758,1.218206862010884
NO2(GT),12,With IF flags,LinearRegression,0.6870303974153318,0.537943745624124,0.2571885000373655,0.9453916332193796,0.732997074056962,0.06293985294172866,1.2698552698184993,0.9754384516966067,-0.3053170647064938,1.4795057080560758,1.218206862010884
NO2(GT),24,No IF flags,RandomForest,0.16166402446234124,0.12122909008774851,0.9595818387899442,0.8792012131024509,0.6738885869560508,0.1535731085784382,1.1054113149400535,0.855547275440313,0.015267229796058657,0.954836792855925,0.7073255747241932
NO2(GT),24,No IF flags,GradientBoosting,0.47182897189279793,0.36332070847418846,0.6557142964918837,0.7809563864063095,0.5977849971014191,0.3321691810516544,1.1288010811370042,0.8670065578943121,-0.026846229523934007,0.954836792855925,0.7073255747241932
NO2(GT),24,No IF flags,LinearRegression,0.6224961340196246,0.4832322751239784,0.40072922714490256,0.7671257835624878,0.5727766550459684,0.35561406106671545,1.2280946619981692,0.9401012994171256,-0.21544207626284728,0.954836792855925,0.7073255747241932
NO2(GT),24,With IF flags,RandomForest,0.16158902402802813,0.12125975417302697,0.9596193323075568,0.8807891281960748,0.6753282364003108,0.1505129040275861,1.1027547283432289,0.853004057818807,0.01999467260554222,0.954836792855925,0.7073255747241932
NO2(GT),24,With IF flags,GradientBoosting,0.4714625695011738,0.3629628810215561,0.6562488042581726,0.783939995261425,0.5982517249494143,0.3270565980800564,1.1194523297570174,0.8579386591536684,-0.009907943949748033,0.954836792855925,0.7073255747241932
NO2(GT),24,With IF flags,LinearRegression,0.6182218322495981,0.47950325449802217,0.4089306278563176,0.7459917012972331,0.557286891661991,0.39063025498982007,1.1756118131952724,0.9136208666976201,-0.11377755649124865,0.954836792855925,0.7073255747241932
NOx(GT),1,No IF flags,GradientBoosting,0.28532313654376124,0.19093656601419087,0.8454356450258527,0.8190049629240993,0.5792077665430395,0.6560671787910364,0.8317644340930285,0.5903872258216192,0.34874667756790945,0.5458436274969342,0.36409882808496924
NOx(GT),1,No IF flags,RandomForest,0.11375202787546614,0.07118088243145056,0.9754329131025551,0.8930644112745323,0.6118774863532407,0.5910538524870499,1.0334915271744887,0.7544870862796685,-0.00545607066954501,0.5458436274969342,0.36409882808496924
NOx(GT),1,No IF flags,LinearRegression,0.4438696506652792,0.3150099944151805,0.6259356934403371,1.0463539790989878,0.8442132767604162,0.4386188632378937,1.4786792788639485,1.2624622884244172,-1.058245779860937,0.5458436274969342,0.36409882808496924
NOx(GT),1,With IF flags,GradientBoosting,0.2846363412368404,0.19035230083985202,0.8461788466763145,0.74982782697141,0.5266116652346632,0.7117139269726294,0.9009858218292425,0.6367170211521781,0.23583846481518667,0.5458436274969342,0.36409882808496924
NOx(GT),1,With IF flags,RandomForest,0.11373136503817437,0.07118950315186526,0.9754418374201985,0.8632834563426635,0.5997640806206761,0.6178732929188729,1.0348704117398133,0.756631911930045,-0.008140819781221387,0.5458436274969342,0.36409882808496924
NOx(GT),1,With IF flags,LinearRegression,0.4337474847998107,0.30780513348464417,0.6428017639081461,0.9585788203727044,0.7824474410521138,0.5288532350830136,1.398271232940994,1.1982109300576904,-0.8404842499954204,0.5458436274969342,0.36409882808496924
NOx(GT),6,No IF flags,GradientBoosting,0.376556756394531,0.2539585191891379,0.7375133668953984,1.116642372374239,0.8109319435815237,0.34857538608730176,1.0737422771013327,0.7522207640006878,-0.08327573507770958,1.3483699256594348,1.0281221722841805
NOx(GT),6,No IF flags,LinearRegression,0.5798173558342031,0.41889294159208945,0.3776585524863587,1.3208719214373206,1.0307251810091587,0.08849853008037667,1.177103163428824,0.8217570292268364,-0.3018710289676565,1.3483699256594348,1.0281221722841805
NOx(GT),6,No IF flags,RandomForest,0.13016325113730978,0.08201210690442108,0.9686366042052826,1.1655356586988457,0.8531795284530472,0.2902799297475618,1.2046433176755273,0.8539493733950536,-0.36350225531000824,1.3483699256594348,1.0281221722841805
NOx(GT),6,With IF flags,GradientBoosting,0.37487920345678377,0.2540586522115678,0.7398469029302652,1.1376989725802356,0.8374863402264427,0.3237758312878527,1.0695305155634085,0.7671617247307078,-0.07479408923787934,1.3483699256594348,1.0281221722841805
NOx(GT),6,With IF flags,LinearRegression,0.573386789182851,0.4141649698985108,0.3913863777382933,1.327744376848329,1.0442175956885522,0.078988827490449,1.1981926044444333,0.8696132217510235,-0.3489385876304165,1.3483699256594348,1.0281221722841805
NOx(GT),6,With IF flags,RandomForest,0.12958628301206032,0.08179022175605474,0.9689140338731622,1.1626081489807172,0.8522055953771212,0.2938407012470461,1.2046301157068868,0.8536323981624784,-0.3634723695917812,1.3483699256594348,1.0281221722841805
NOx(GT),12,No IF flags,GradientBoosting,0.39309502158240506,0.2706591191071785,0.7154577635175232,1.2490857162476534,0.9461976244373491,0.1852415286726612,1.1375287721827645,0.8462139092958018,-0.21397873559311154,1.3126091680907128,1.0087573412791873
NOx(GT),12,No IF flags,RandomForest,0.13389719475119072,0.08559305023047635,0.9669862688689087,1.2696372901286286,0.9452120343208352,0.158210044199805,1.166808365033716,0.8164793589696374,-0.2772778087946579,1.3126091680907128,1.0087573412791873
NOx(GT),12,No IF flags,LinearRegression,0.5738363073433616,0.4057767260016949,0.3936439716329676,1.34225591731366,1.0744615950367402,0.05916155603276052,1.2039936864902647,0.8538982288205359,-0.3599868780199822,1.3126091680907128,1.0087573412791873
NOx(GT),12,With IF flags,GradientBoosting,0.39309502158240506,0.2706591191071785,0.7154577635175232,1.254577709670589,0.9504415689970918,0.17806110030347821,1.1369840832407314,0.8449133072610868,-0.21281642217021246,1.3126091680907128,1.0087573412791873
NOx(GT),12,With IF flags,RandomForest,0.1343161867980662,0.08575052992302108,0.9667793319996002,1.2691280540754015,0.9454313167628368,0.1588851721768314,1.1675197901660077,0.8173031367890642,-0.278835844515559,1.3126091680907128,1.0087573412791873
NOx(GT),12,With IF flags,LinearRegression,0.5713470651505171,0.4044330144270618,0.39889318034250754,1.361960440913882,1.0791683248684114,0.03133549230508448,1.2340410713655021,0.8839942507813355,-0.42871474597580805,1.3126091680907128,1.0087573412791873
