timestamp,stream,method,value,score,threshold,is_anomaly,is_weekend,dayofweek,hour,weekday,month,temperature,temp_bucket,detector
2004-11-17 17:00:00,CO(GT),isolation_forest,3.9794368169071688,0.07362792704618071,0.034858152111304004,True,False,2,17,2,11,-0.2783749085474112,mid,Isolation Forest
2004-11-17 18:00:00,CO(GT),isolation_forest,5.656632095141837,0.13469633968650796,0.034858152111304004,True,False,2,18,2,11,-0.5436276163818383,mid,Isolation Forest
2004-11-17 19:00:00,CO(GT),isolation_forest,3.1408391777898346,0.08431382040171487,0.034858152111304004,True,False,2,19,2,11,-0.6243567013749247,mid,Isolation Forest
2004-11-19 19:00:00,CO(GT),isolation_forest,4.328852499872725,0.0599855383198733,0.034858152111304004,True,False,4,19,4,11,-0.2553094556922438,mid,Isolation Forest
2004-11-19 20:00:00,CO(GT),isolation_forest,4.538501909652058,0.06230994496978526,0.034858152111304004,True,False,4,20,4,11,-0.3706367199680815,mid,Isolation Forest
2004-11-19 21:00:00,CO(GT),isolation_forest,1.533527036148278,0.03684660435036202,0.034858152111304004,True,False,4,21,4,11,-0.4859639842439194,mid,Isolation Forest
2004-11-23 14:00:00,CO(GT),isolation_forest,3.630021133941613,0.0732363164355242,0.034858152111304004,True,False,1,14,1,11,-0.5205621635266706,mid,Isolation Forest
2004-11-23 17:00:00,CO(GT),isolation_forest,3.630021133941613,0.04317364185791828,0.034858152111304004,True,False,1,17,1,11,-0.5551603428094221,mid,Isolation Forest
2004-11-23 18:00:00,CO(GT),isolation_forest,5.656632095141837,0.11245596285401027,0.034858152111304004,True,False,1,18,1,11,-0.6012912485197572,mid,Isolation Forest
2004-11-23 19:00:00,CO(GT),isolation_forest,6.844645417224727,0.1295690124461587,0.034858152111304004,True,False,1,19,1,11,-0.6935530599404273,mid,Isolation Forest
2004-11-23 20:00:00,CO(GT),isolation_forest,6.565112870852283,0.12019491217954426,0.034858152111304004,True,False,1,20,1,11,-0.7973475977886814,mid,Isolation Forest
2004-11-23 21:00:00,CO(GT),isolation_forest,4.328852499872725,0.13116265390489878,0.034858152111304004,True,False,1,21,1,11,-0.9242075884921028,low,Isolation Forest
2004-11-23 22:00:00,CO(GT),isolation_forest,1.813059582520723,0.07851512452167408,0.034858152111304004,True,False,1,22,1,11,-0.970338494202438,low,Isolation Forest
2004-11-23 23:00:00,CO(GT),isolation_forest,1.323877626368945,0.05416128397680764,0.034858152111304004,True,False,1,23,1,11,-0.970338494202438,low,Isolation Forest
2004-11-24 00:00:00,CO(GT),isolation_forest,1.2539944897758333,0.0792276946935836,0.034858152111304004,True,False,2,0,2,11,-0.9588057677748544,low,Isolation Forest
2004-11-24 01:00:00,CO(GT),isolation_forest,0.4852799872516105,0.07702470280969531,0.034858152111304004,True,False,2,1,2,11,-0.970338494202438,low,Isolation Forest
2004-11-24 02:00:00,CO(GT),isolation_forest,0.1358643042860546,0.04054429921854463,0.034858152111304004,True,False,2,2,2,11,-0.9242075884921028,low,Isolation Forest
2004-11-24 20:00:00,CO(GT),isolation_forest,4.398735636465836,0.07726511104207179,0.034858152111304004,True,False,2,20,2,11,-0.9588057677748544,low,Isolation Forest
2004-11-24 21:00:00,CO(GT),isolation_forest,2.23235840207939,0.059469256718652885,0.034858152111304004,True,False,2,21,2,11,-0.970338494202438,low,Isolation Forest
2004-11-26 17:00:00,CO(GT),isolation_forest,3.909553680314058,0.04831105079510123,0.034858152111304004,True,False,4,17,4,11,-0.3360385406853302,mid,Isolation Forest
2004-11-26 18:00:00,CO(GT),isolation_forest,5.586748958548726,0.13370820955695328,0.034858152111304004,True,False,4,18,4,11,-0.3360385406853302,mid,Isolation Forest
2004-11-26 19:00:00,CO(GT),isolation_forest,3.0010729046036126,0.0633532652596015,0.034858152111304004,True,False,4,19,4,11,-0.3245058142577464,mid,Isolation Forest
2004-11-26 20:00:00,CO(GT),isolation_forest,3.909553680314058,0.07037270800023221,0.034858152111304004,True,False,4,20,4,11,-0.3821694463956653,mid,Isolation Forest
2004-11-26 21:00:00,CO(GT),isolation_forest,4.189086226686502,0.08325881824145165,0.034858152111304004,True,False,4,21,4,11,-0.4398330785335842,mid,Isolation Forest
2004-11-26 22:00:00,CO(GT),isolation_forest,1.813059582520723,0.059950108413982295,0.034858152111304004,True,False,4,22,4,11,-0.5320948899542544,mid,Isolation Forest
2004-11-29 11:00:00,CO(GT),isolation_forest,3.1408391777898346,0.03722985381188426,0.034858152111304004,True,False,0,11,0,11,-0.4052348992508328,mid,Isolation Forest
2004-12-02 19:00:00,CO(GT),isolation_forest,5.097567002396948,0.10289725422309437,0.034858152111304004,True,False,3,19,3,12,-0.3475712671129139,mid,Isolation Forest
2004-12-02 20:00:00,CO(GT),isolation_forest,3.9794368169071688,0.1098194103922362,0.034858152111304004,True,False,3,20,3,12,-0.3475712671129139,mid,Isolation Forest
2004-12-02 21:00:00,CO(GT),isolation_forest,3.1408391777898346,0.07597960812371696,0.034858152111304004,True,False,3,21,3,12,-0.3591039935404976,mid,Isolation Forest
2004-12-13 18:00:00,CO(GT),isolation_forest,5.446982685362504,0.1110898275792751,0.034858152111304004,True,False,0,18,0,12,-0.6704876070852598,mid,Isolation Forest
2004-12-13 19:00:00,CO(GT),isolation_forest,3.350488587569169,0.05661282162489922,0.034858152111304004,True,False,0,19,0,12,-0.7742821449335139,mid,Isolation Forest
2004-12-14 18:00:00,CO(GT),isolation_forest,5.027683865803837,0.06475719570333771,0.034858152111304004,True,False,1,18,1,12,0.2720137960973683,mid,Isolation Forest
2004-12-14 19:00:00,CO(GT),isolation_forest,3.699904270534725,0.041945495659793886,0.034858152111304004,True,False,1,19,1,12,0.2629616194702487,mid,Isolation Forest
2004-12-16 19:00:00,CO(GT),isolation_forest,4.538501909652058,0.07557296872979624,0.034858152111304004,True,False,3,19,3,12,0.263257258209237,mid,Isolation Forest
2004-12-16 20:00:00,CO(GT),isolation_forest,4.8879175926176135,0.08543438390174363,0.034858152111304004,True,False,3,20,3,12,0.2717117782486845,mid,Isolation Forest
2004-12-16 21:00:00,CO(GT),isolation_forest,4.538501909652058,0.09686517028861508,0.034858152111304004,True,False,3,21,3,12,0.2722331054893113,mid,Isolation Forest
2004-12-16 22:00:00,CO(GT),isolation_forest,2.3022415386725013,0.0628124695133907,0.034858152111304004,True,False,3,22,3,12,0.2687243751875232,mid,Isolation Forest
2004-12-23 18:00:00,CO(GT),isolation_forest,4.468618773058947,0.07738480233814504,0.034858152111304004,True,False,3,18,3,12,-1.2009930227541137,low,Isolation Forest
2004-12-23 19:00:00,CO(GT),isolation_forest,4.608385046245169,0.07546439700621566,0.034858152111304004,True,False,3,19,3,12,-1.3047875606023678,low,Isolation Forest
2004-12-23 20:00:00,CO(GT),isolation_forest,4.8879175926176135,0.09887616980202818,0.034858152111304004,True,False,3,20,3,12,-1.408582098450622,low,Isolation Forest
2004-12-23 21:00:00,CO(GT),isolation_forest,3.560137997348502,0.09210201355918568,0.034858152111304004,True,False,3,21,3,12,-1.397049372023038,low,Isolation Forest
2004-12-24 14:00:00,CO(GT),isolation_forest,4.04931995350028,0.050930458564290126,0.034858152111304004,True,False,4,14,4,12,-0.9126748620645192,low,Isolation Forest
2005-01-17 18:00:00,CO(GT),isolation_forest,4.538501909652058,0.09754939793911577,0.034858152111304004,True,False,0,18,0,1,-1.0626003056231084,low,Isolation Forest
2005-01-17 19:00:00,CO(GT),isolation_forest,4.608385046245169,0.08631050662863415,0.034858152111304004,True,False,0,19,0,1,-1.2240584756092812,low,Isolation Forest
2005-02-10 20:00:00,CO(GT),isolation_forest,4.398735636465836,0.06589095027329162,0.034858152111304004,True,False,3,20,3,2,0.2007894965627574,mid,Isolation Forest
2005-02-11 16:00:00,CO(GT),isolation_forest,3.4902548607553907,0.03615707100306276,0.034858152111304004,True,False,4,16,4,2,0.2174211553545509,mid,Isolation Forest
2005-02-11 20:00:00,CO(GT),isolation_forest,1.9528258557069451,0.04678386280391633,0.034858152111304004,True,False,4,20,4,2,0.2031781431897474,mid,Isolation Forest
2005-03-21 09:00:00,CO(GT),isolation_forest,2.791423494824279,0.041885062963983755,0.034858152111304004,True,False,0,9,0,3,-0.4283003521060005,mid,Isolation Forest
2004-03-29 08:00:00,NMHC(GT),isolation_forest,3.1559985739984886,0.07836575108431976,0.0221434520503324,True,False,0,8,0,3,-0.866543956354184,mid,Isolation Forest
2004-03-30 10:00:00,NMHC(GT),isolation_forest,3.1079905337241365,0.05555862270654599,0.0221434520503324,True,False,1,10,1,3,-0.0592531064233196,mid,Isolation Forest
2004-03-30 11:00:00,NMHC(GT),isolation_forest,2.591904100774855,0.06425823500125938,0.0221434520503324,True,False,1,11,1,3,-0.0131222007129842,mid,Isolation Forest
2004-03-30 12:00:00,NMHC(GT),isolation_forest,2.213840783614335,0.04383984640928962,0.0221434520503324,True,False,1,12,1,3,0.2751959599766103,mid,Isolation Forest
2004-03-30 13:00:00,NMHC(GT),isolation_forest,1.973800582242576,0.02351781667053854,0.0221434520503324,True,False,1,13,1,3,0.4597195828179505,mid,Isolation Forest
2004-04-01 08:00:00,NMHC(GT),isolation_forest,4.950299079252385,0.09855171323093748,0.0221434520503324,True,False,3,8,3,4,-0.7512166920783462,mid,Isolation Forest
2004-04-01 09:00:00,NMHC(GT),isolation_forest,3.1199925437927245,0.08837111916855345,0.0221434520503324,True,False,3,9,3,4,-0.2553094556922438,mid,Isolation Forest
2004-04-01 10:00:00,NMHC(GT),isolation_forest,0.9476287213783072,0.023801132569340466,0.0221434520503324,True,False,3,10,3,4,0.0906723371352696,mid,Isolation Forest
2004-04-01 19:00:00,NMHC(GT),isolation_forest,3.738096062325004,0.09064866639773561,0.0221434520503324,True,False,3,19,3,4,0.2751959599766103,mid,Isolation Forest
2004-04-06 08:00:00,NMHC(GT),isolation_forest,5.202341290692733,0.11410487036014794,0.0221434520503324,True,False,1,8,1,4,-0.2553094556922438,mid,Isolation Forest
2004-04-06 09:00:00,NMHC(GT),isolation_forest,3.3540317401301896,0.07841602134390291,0.0221434520503324,True,False,1,9,1,4,-0.0015894742854006,mid,Isolation Forest
2004-04-06 10:00:00,NMHC(GT),isolation_forest,1.5177241996362345,0.02606302620172951,0.0221434520503324,True,False,1,10,1,4,0.136803242845605,mid,Isolation Forest
2004-04-06 11:00:00,NMHC(GT),isolation_forest,-0.2885783156862507,0.027960388000848102,0.0221434520503324,True,False,1,11,1,4,0.2059996014111074,mid,Isolation Forest
2004-04-08 08:00:00,NMHC(GT),isolation_forest,3.5100578710218326,0.06336008413371774,0.0221434520503324,True,False,3,8,3,4,-0.981871220630022,low,Isolation Forest
2004-04-08 19:00:00,NMHC(GT),isolation_forest,4.542230736920396,0.08157545976335956,0.0221434520503324,True,False,3,19,3,4,-0.0477203799957356,mid,Isolation Forest
2004-04-14 08:00:00,NMHC(GT),isolation_forest,3.714092042187828,0.030706315797433992,0.0221434520503324,True,False,2,8,2,4,-0.5897585220921733,mid,Isolation Forest
2004-04-15 17:00:00,NMHC(GT),isolation_forest,3.3660337501987776,0.04707511414214438,0.0221434520503324,True,False,3,17,3,4,0.136803242845605,mid,Isolation Forest
2004-04-15 18:00:00,NMHC(GT),isolation_forest,4.254182495274285,0.040917316549495486,0.0221434520503324,True,False,3,18,3,4,-0.0131222007129842,mid,Isolation Forest
2004-04-15 19:00:00,NMHC(GT),isolation_forest,5.832446819293599,0.11051230771146536,0.0221434520503324,True,False,3,19,3,4,-0.1169167385612385,mid,Isolation Forest
2004-04-15 20:00:00,NMHC(GT),isolation_forest,3.6420799817763,0.07212291149053829,0.0221434520503324,True,False,3,20,3,4,-0.1861130971267409,mid,Isolation Forest
2004-04-15 21:00:00,NMHC(GT),isolation_forest,2.657915156152089,0.024179073335225842,0.0221434520503324,True,False,3,21,3,4,-0.2553094556922438,mid,Isolation Forest
2004-04-15 22:00:00,NMHC(GT),isolation_forest,-0.0845441445202557,0.02830915328260608,0.0221434520503324,True,False,3,22,3,4,-0.4052348992508328,mid,Isolation Forest
2004-04-15 23:00:00,NMHC(GT),isolation_forest,-0.4866114818179518,0.033434141923751826,0.0221434520503324,True,False,3,23,3,4,-0.5205621635266706,mid,Isolation Forest
2004-04-16 19:00:00,NMHC(GT),isolation_forest,3.3960387753702475,0.033859565040457174,0.0221434520503324,True,False,4,19,4,4,-0.5205621635266706,mid,Isolation Forest
2004-04-16 21:00:00,NMHC(GT),isolation_forest,0.4915523387719654,0.025326719797718278,0.0221434520503324,True,False,4,21,4,4,-0.5666930692370058,mid,Isolation Forest
2004-04-23 08:00:00,NMHC(GT),isolation_forest,3.9781362636967614,0.06688824775698843,0.0221434520503324,True,False,4,8,4,4,-0.3475712671129139,mid,Isolation Forest
2004-04-23 11:00:00,NMHC(GT),isolation_forest,2.5318940504319154,0.033952614172563234,0.0221434520503324,True,False,4,11,4,4,0.9786922720592206,high,Isolation Forest
2004-04-23 15:00:00,NMHC(GT),isolation_forest,2.789937266906556,0.029038431134543408,0.0221434520503324,True,False,4,15,4,4,1.336206791314318,high,Isolation Forest
2004-04-23 21:00:00,NMHC(GT),isolation_forest,-0.432602436509306,0.056869956161076485,0.0221434520503324,True,False,4,21,4,4,0.2405977806938588,mid,Isolation Forest
2004-04-28 07:00:00,NMHC(GT),isolation_forest,3.222009629375722,0.05245252123689159,0.0221434520503324,True,False,2,7,2,4,-0.393702172823249,mid,Isolation Forest
2004-04-29 07:00:00,NMHC(GT),isolation_forest,2.50789003029474,0.03768246770689487,0.0221434520503324,True,False,3,7,3,4,-0.4167676256784165,mid,Isolation Forest
2004-04-29 08:00:00,NMHC(GT),isolation_forest,5.472386517235961,0.12459275768945388,0.0221434520503324,True,False,3,8,3,4,-0.2668421821198273,mid,Isolation Forest
2004-04-29 09:00:00,NMHC(GT),isolation_forest,1.5477292248077044,0.03485351823339311,0.0221434520503324,True,False,3,9,3,4,0.0214759785697671,mid,Isolation Forest
2004-04-29 13:00:00,NMHC(GT),isolation_forest,1.7937704312137572,0.023578712641624144,0.0221434520503324,True,False,3,13,3,4,0.748037743507545,mid,Isolation Forest
2004-04-29 14:00:00,NMHC(GT),isolation_forest,0.773599575383782,0.028552946399401424,0.0221434520503324,True,False,3,14,3,4,0.4597195828179505,mid,Isolation Forest
2004-04-29 19:00:00,NMHC(GT),isolation_forest,3.678086011982064,0.03018447491404852,0.0221434520503324,True,False,3,19,3,4,0.2059996014111074,mid,Isolation Forest
2004-04-29 20:00:00,NMHC(GT),isolation_forest,1.3076890234359453,0.030945119505718544,0.0221434520503324,True,False,3,20,3,4,0.0214759785697671,mid,Isolation Forest
2004-05-10 07:00:00,NMHC(GT),isolation_forest,2.7990999342611644,0.05996635858287103,0.0221434520503324,True,False,0,7,0,5,-0.4283003521060005,mid,Isolation Forest
2004-05-12 13:00:00,NMHC(GT),isolation_forest,2.85501908950962,0.027332445037369202,0.0221434520503324,True,False,2,13,2,5,0.2290650542662749,mid,Isolation Forest
2004-05-18 08:00:00,NMHC(GT),isolation_forest,3.318901100673447,0.07281998735442874,0.0221434520503324,True,False,1,8,1,5,0.0445414314249346,mid,Isolation Forest
2004-05-20 08:00:00,NMHC(GT),isolation_forest,3.139611552194636,0.025573677133343686,0.0221434520503324,True,False,3,8,3,5,0.0330087049973507,mid,Isolation Forest
2004-06-28 08:00:00,NMHC(GT),isolation_forest,3.053707883022387,0.0372716780425284,0.0221434520503324,True,False,0,8,0,6,0.8172341020730479,mid,Isolation Forest
2004-09-21 07:00:00,NMHC(GT),isolation_forest,2.9302997637471995,0.0256339213400143,0.0221434520503324,True,False,1,7,1,9,-0.0246549271405681,mid,Isolation Forest
2004-09-27 07:00:00,NMHC(GT),isolation_forest,2.6378921494254195,0.043558552953999796,0.0221434520503324,True,False,0,7,0,9,-0.393702172823249,mid,Isolation Forest
2004-10-05 07:00:00,NMHC(GT),isolation_forest,2.73035099359149,0.04644598190563398,0.0221434520503324,True,False,1,7,1,10,-0.1169167385612385,mid,Isolation Forest
2004-10-05 12:00:00,NMHC(GT),isolation_forest,2.902864138619405,0.02385258089587894,0.0221434520503324,True,False,1,12,1,10,1.1747486213281453,high,Isolation Forest
2004-10-08 07:00:00,NMHC(GT),isolation_forest,2.9203430180897136,0.039662613935092406,0.0221434520503324,True,False,4,7,4,10,0.1137377899904371,mid,Isolation Forest
2004-10-26 21:00:00,NMHC(GT),isolation_forest,-0.066182640423397,0.04174960702659536,0.0221434520503324,True,False,1,21,1,10,0.2982614128317777,mid,Isolation Forest
2004-11-02 13:00:00,NMHC(GT),isolation_forest,2.9588895128290384,0.039327446987350356,0.0221434520503324,True,False,1,13,1,11,0.8402995549282154,high,Isolation Forest
2004-11-02 14:00:00,NMHC(GT),isolation_forest,3.2313462760632947,0.07406932850779502,0.0221434520503324,True,False,1,14,1,11,0.8172341020730479,mid,Isolation Forest
2004-11-02 15:00:00,NMHC(GT),isolation_forest,3.075660412119702,0.05447911983641762,0.0221434520503324,True,False,1,15,1,11,0.7826359227902965,mid,Isolation Forest
2004-11-02 16:00:00,NMHC(GT),isolation_forest,3.074666349151985,0.02370922768648498,0.0221434520503324,True,False,1,16,1,11,0.805701375645464,mid,Isolation Forest
2004-11-02 17:00:00,NMHC(GT),isolation_forest,3.1932858246394304,0.02292791829836094,0.0221434520503324,True,False,1,17,1,11,0.6903741113696261,mid,Isolation Forest
2004-11-02 20:00:00,NMHC(GT),isolation_forest,3.0529921869874133,0.0327313619574201,0.0221434520503324,True,False,1,20,1,11,0.2867286864041938,mid,Isolation Forest
2004-11-02 21:00:00,NMHC(GT),isolation_forest,2.81130815562335,0.025428686682171242,0.0221434520503324,True,False,1,21,1,11,0.2059996014111074,mid,Isolation Forest
2004-11-05 09:00:00,NMHC(GT),isolation_forest,3.075649057679024,0.030095556139471347,0.0221434520503324,True,False,4,9,4,11,-0.2207112764094923,mid,Isolation Forest
2004-11-11 09:00:00,NMHC(GT),isolation_forest,3.198301190968446,0.038939163639518326,0.0221434520503324,True,False,3,9,3,11,-0.981871220630022,low,Isolation Forest
2004-11-23 14:00:00,NMHC(GT),isolation_forest,3.4049102562623146,0.04836457900383562,0.0221434520503324,True,False,1,14,1,11,-0.5205621635266706,mid,Isolation Forest
2004-11-23 15:00:00,NMHC(GT),isolation_forest,2.715159484509313,0.02306627863058963,0.0221434520503324,True,False,1,15,1,11,-0.4859639842439194,mid,Isolation Forest
2004-11-23 21:00:00,NMHC(GT),isolation_forest,3.2390284708624453,0.027938649291317952,0.0221434520503324,True,False,1,21,1,11,-0.9242075884921028,low,Isolation Forest
2004-11-23 22:00:00,NMHC(GT),isolation_forest,2.3048261143982662,0.032614276828973665,0.0221434520503324,True,False,1,22,1,11,-0.970338494202438,low,Isolation Forest
2004-11-26 20:00:00,NMHC(GT),isolation_forest,3.2124422311517966,0.022179723562487763,0.0221434520503324,True,False,4,20,4,11,-0.3821694463956653,mid,Isolation Forest
2004-11-26 21:00:00,NMHC(GT),isolation_forest,3.369623218542044,0.03625788033088195,0.0221434520503324,True,False,4,21,4,11,-0.4398330785335842,mid,Isolation Forest
2004-11-26 22:00:00,NMHC(GT),isolation_forest,2.132194297151656,0.03663650565772725,0.0221434520503324,True,False,4,22,4,11,-0.5320948899542544,mid,Isolation Forest
2004-11-29 11:00:00,NMHC(GT),isolation_forest,3.140581074919598,0.04968135129204432,0.0221434520503324,True,False,0,11,0,11,-0.4052348992508328,mid,Isolation Forest
2004-11-29 12:00:00,NMHC(GT),isolation_forest,2.5462193255720686,0.034575565129252084,0.0221434520503324,True,False,0,12,0,11,-0.3591039935404976,mid,Isolation Forest
2004-12-01 19:00:00,NMHC(GT),isolation_forest,0.7204322237744043,0.03585468051232632,0.0221434520503324,True,False,2,19,2,12,-0.6820203335128435,mid,Isolation Forest
2004-12-02 20:00:00,NMHC(GT),isolation_forest,3.29553659193702,0.025720187803307537,0.0221434520503324,True,False,3,20,3,12,-0.3475712671129139,mid,Isolation Forest
2004-12-02 21:00:00,NMHC(GT),isolation_forest,3.1330757896316515,0.032479190133717695,0.0221434520503324,True,False,3,21,3,12,-0.3591039935404976,mid,Isolation Forest
2004-12-03 22:00:00,NMHC(GT),isolation_forest,0.4074943156182588,0.026936414211534587,0.0221434520503324,True,False,4,22,4,12,-0.5090294370990869,mid,Isolation Forest
2004-12-16 20:00:00,NMHC(GT),isolation_forest,3.231682880288546,0.03157442779027153,0.0221434520503324,True,False,3,20,3,12,0.2717117782486845,mid,Isolation Forest
2004-12-16 21:00:00,NMHC(GT),isolation_forest,3.1549360181144257,0.03398019613875414,0.0221434520503324,True,False,3,21,3,12,0.2722331054893113,mid,Isolation Forest
2004-04-01 14:00:00,C6H6(GT),isolation_forest,3.094885167422515,0.035753528035453064,0.025063116156613757,True,False,3,14,3,4,0.2845870213070672,mid,Isolation Forest
2004-04-08 23:00:00,C6H6(GT),isolation_forest,3.0499751677872027,0.029191603148702505,0.025063116156613757,True,False,3,23,3,4,0.2407123846990768,mid,Isolation Forest
2004-04-09 02:00:00,C6H6(GT),isolation_forest,3.117226546840716,0.03480374256180052,0.025063116156613757,True,False,4,2,4,4,0.2517154690464998,mid,Isolation Forest
2004-04-09 03:00:00,C6H6(GT),isolation_forest,3.1756452782967823,0.064133453160797,0.025063116156613757,True,False,4,3,4,4,0.2695162646669563,mid,Isolation Forest
2004-04-09 04:00:00,C6H6(GT),isolation_forest,3.115319786350032,0.07064072249461795,0.025063116156613757,True,False,4,4,4,4,0.2643571047084497,mid,Isolation Forest
2004-04-09 05:00:00,C6H6(GT),isolation_forest,3.118771625640988,0.03143649604997012,0.025063116156613757,True,False,4,5,4,4,0.2491598657209293,mid,Isolation Forest
2004-04-09 06:00:00,C6H6(GT),isolation_forest,3.106719138521106,0.029913225937267862,0.025063116156613757,True,False,4,6,4,4,0.2485514306375648,mid,Isolation Forest
2004-04-09 23:00:00,C6H6(GT),isolation_forest,-0.3062268387624732,0.05693380643851087,0.025063116156613757,True,False,4,23,4,4,-0.7396839656507624,mid,Isolation Forest
2004-04-10 00:00:00,C6H6(GT),isolation_forest,-0.6181106711688734,0.029940590202142014,0.025063116156613757,True,True,5,0,5,4,-0.7396839656507624,mid,Isolation Forest
2004-04-10 01:00:00,C6H6(GT),isolation_forest,-0.4621687549656733,0.032131253206008736,0.025063116156613757,True,True,5,1,5,4,-0.7973475977886814,mid,Isolation Forest
2004-04-10 03:00:00,C6H6(GT),isolation_forest,-0.8052409706127136,0.04118388381280491,0.025063116156613757,True,True,5,3,5,4,-0.8434785034990165,mid,Isolation Forest
