datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,weekday,month
2004-03-11 10:00:00,-0.28343451527261226,0.4867393470155238,-0.840670778841296,-0.5245455214469534,-0.46743682880128573,-0.6192857950726682,1.5284299333449434,-0.2607266878273284,-0.13107013704630602,-0.4610452319702607,-0.8780766827817678,0.42470488755682856,-0.7074560287541497,10,3,3
2004-03-11 11:00:00,-0.4232007884588346,0.25583132785049845,-1.044704950007291,-0.6596951821563936,-0.6718756953617747,-0.7027426026050307,1.9562756408776474,-0.3912670644832143,-0.3421448905877336,-0.9125736437263909,-0.9126748620645192,0.39741278700121907,-0.7540166842926102,11,3,3
2004-03-11 12:00:00,-0.35331765186572334,0.4995675703024697,-0.9366868593899995,-0.6389029266626335,-0.6341331353813767,-0.6585595868526035,1.851258967210529,-0.32599687615527134,-0.2441458978720708,-0.9292969182358773,-1.028002126340357,0.8832121768910676,-0.6145675209549212,12,3,3
2004-03-11 13:00:00,-0.14366824208638998,0.7133712917515672,-0.9246848493214116,-0.42058424397815336,-0.3353378688698928,-0.4523721800079434,1.3106175731464758,0.04386752436973866,0.09759417929024056,-0.6067766241243556,-1.1663948434713622,1.40722050755877,-0.5116684722149236,13,3,3
2004-03-11 14:00:00,0.5551631238447217,1.076837618215033,-0.3185833408577206,0.01605312139080691,0.1836223308605792,-0.15290951768593689,0.6143959217978029,0.391975195452101,0.5825635534985206,-0.03818529080182125,-1.2009930227541137,1.6637662527814983,-0.43181694796646414,14,3,3
2004-03-11 15:00:00,0.06598116769294372,0.8159970780471341,-0.8286687687727081,-0.26464232777495317,-0.1340442156411037,-0.26582166905325083,0.9994570585772364,0.34846173656680574,0.37400159464211,-0.2555878594251432,-1.1663948434713622,1.592806791336914,-0.4220392103033875,15,3,3
2004-03-11 16:00:00,0.06598116769294372,0.739027738325459,-0.7326526882240045,-0.31662296650935323,-0.20009369560680013,-0.22163865330082363,1.0811366936516618,0.457245383780044,0.2332850922811583,-0.22930842805309332,-1.0049366734851894,1.1233826617804312,-0.4706950953410787,16,3,3
2004-03-11 17:00:00,0.5551631238447217,1.1281505113628165,-0.40259741133783616,-0.01513526184983318,0.13958934421678157,0.02382254532377185,0.7116335826006901,0.5442723015506346,0.5549228119633337,0.12188033664611911,-0.9934039470576056,0.9268795377800426,-0.5600915539749225,17,3,3
2004-03-11 18:00:00,1.8829427191138337,1.9748132483012428,0.5395603790463172,0.9828930018506475,1.0800081303950309,0.21037305627846442,-0.10127326171144753,0.892379972632997,1.46958007730952,0.8505372974165939,-0.9357403149196867,0.7412932540018987,-0.5880279472979988,18,3,3
2004-03-11 19:00:00,3.350488587569169,2.8086477619527233,1.4637151543275886,1.6690374331447277,1.6115491834523021,0.7111139014726392,-0.4785553856266502,1.3492712909285975,2.0977787485637687,1.5553038660306597,-1.0049366734851894,1.019672679669115,-0.5288959147641542,19,3,3
2004-03-11 20:00:00,2.791423494824279,2.227101639611178,1.1036548522699503,1.3155690897508077,1.3473512635895164,0.5540187343528981,-0.319085621909915,1.196974184830064,1.7409619032913555,1.4358519052486147,-1.0164693999127732,0.9377963780022865,-0.5721973244149222,20,3,3
2004-03-11 21:00:00,1.2539944897758333,0.82882530133408,-0.12055017472601956,0.15120278210024707,0.3157212907919721,0.009094873406296122,0.5132687545628001,0.5660290309932822,0.5247692757431297,0.5542964346771222,-1.074133032050692,0.7303764137796547,-0.7384188646872257,21,3,3
2004-03-11 22:00:00,-0.4232007884588346,-0.6592485999516391,-0.9366868593899995,-0.6908835653970335,-0.7127634686738725,-0.7076518265775227,1.9446071215813008,-0.5435641705817479,-0.4150159364532265,-0.5542177613802558,-1.1779275698989462,0.6976258931129232,-0.8580797494210689,22,3,3
2004-03-11 23:00:00,-0.7726164714243904,-0.8816044702587006,-1.1467220355902885,-0.9092022480815137,-1.0901890684778521,-0.9383853532846423,2.8780886652890185,-1.2397795127464726,-0.6185523059396031,-1.1968693103876582,-1.1779275698989462,0.5557069702237539,-0.9158149622887599,23,3,3
2004-03-12 00:00:00,-0.28343451527261226,-0.16750004061871474,-0.9726928895957634,-0.5661300324344735,-0.536631522098682,-0.5701935553477492,1.668452164901101,-0.28248341726997606,-0.30947855968251264,-0.5661629574584603,-1.1663948434713622,0.4301633076679505,-0.9667988801033738,0,4,3
2004-03-12 01:00:00,-0.14366824208638998,-0.321438720062065,-0.9846948996643513,-0.5141493937000734,-0.46114640213788605,-0.5161920916503382,1.6412256198762925,0.00035406548444336404,-0.30194017562746167,-0.5279383300082059,-1.2355912020368651,0.49566434900141343,-0.9970633062033731,1,4,3
2004-03-12 02:00:00,-0.4930839250519458,-0.5608988880850543,-1.062707965110173,-0.7532603318783136,-0.8102650819565672,-0.7665625142474256,2.2207620782615005,-0.41302379392586197,-0.48788698231871935,-0.862403820197932,-1.3047875606023678,0.6102911713349729,-1.0045130110895266,2,4,3
2004-03-12 03:00:00,-0.9123827446106128,-0.9842302565542674,-1.1767270607617584,-0.9819751423096736,-1.2631758017213428,-0.5559795331614041,3.3253819049823004,-0.3605239320058525,-0.7818839604657077,-1.2924308790132943,-1.3163202870299515,0.6375832718905824,-1.0080050602549113,3,4,3
2004-03-12 04:00:00,-1.143592430212123,-1.2322425734352207,-1.242738116138992,-1.0651441642847137,-1.4770503082769313,-1.066025176569432,4.153846775022901,-1.6966708310420733,-0.9150620787716085,-1.5982278986153295,-1.4201148248782056,0.834086395890971,-1.0110315028649113,4,4,3
2004-03-12 05:00:00,-1.0521490177968351,-1.1638253825715095,-1.260741131241874,-1.0755402920315937,-1.4927763749354304,-1.021842160817005,4.1616257878871314,-1.4355900777303015,-0.8622933903862516,-1.5743375064589205,-1.397049372023038,0.7849606148908737,-1.014523552030296,5,4,3
2004-03-12 06:00:00,-0.9123827446106128,-0.8217394282529533,-1.2007310808989342,-0.9923712700565537,-1.2726114417164422,-0.8942023375322152,3.3448294371428777,-0.848158382778815,-0.691423351805096,-1.3521568594043167,-1.339385739885119,0.6703337925573138,-1.0142907487526036,6,4,3
2004-03-12 07:00:00,-0.4930839250519458,-0.12046322189991328,-1.1047150003502306,-0.7220719486376735,-0.7725225219761692,-0.634013466990144,2.185756520372461,-0.13018631117144253,-0.3446576852727506,-0.7286176241220417,-1.3855166455954542,0.7904190350019953,-0.9952008799818346,7,4,3
2004-03-12 08:00:00,1.6034101727413894,2.0004696948751346,-0.09054514955454972,0.6814052971911272,0.8189554238639449,0.33801287956325404,0.2798983686358706,0.6748126782065205,1.0097386499514098,0.8290359444758257,-1.2817221077472,0.6812506327795578,-0.9525978801641435,8,4,3
2004-03-12 09:00:00,1.872602097444528,1.8208745688578927,1.5035967115272406,1.1180426625600877,1.1869453836728252,0.36618818160069055,-0.22573746753914326,0.7936288016733721,1.406760210184095,1.2781753170163153,-1.0626003056231084,0.3046196451121471,-0.9381640769472207,9,4,3
2004-03-12 10:00:00,0.6949293970309441,0.9870400552064121,-0.05453911934878589,0.2759563150628071,0.44782025072336495,-0.25109399713577507,0.338240965117603,0.26143481879621516,0.5373332491682147,0.43962255232635894,-0.6012912485197572,-0.48685127100052755,-0.9942696668710655,10,4,3
2004-03-12 11:00:00,0.4153968506584996,0.6150215798849823,-0.30658133078913263,0.026449249137686884,0.1930579708556787,-0.1087265019335097,0.5599428317481859,0.7183261370918157,0.25087465507627726,0.27238980723149586,-0.47443125781633544,-0.6669791346675503,-1.012195519253373,11,4,3
2004-03-12 12:00:00,-0.0039019689001675104,0.3712853374330111,-0.6186335925724191,-0.11909653931863325,0.032652090938987334,-0.4670998519254191,0.8166502562678084,0.0656242538123863,0.09759417929024056,-0.2245303496218115,-0.39370217282324904,-0.7706891167788662,-1.0233700765826033,12,4,3
2004-03-12 13:00:00,0.2756305774722771,0.5679847611661809,-0.4626074616807759,-0.03592751734359312,0.12700849088998226,-0.38364304439305663,0.7116335826006901,0.13089444214032925,0.2383106816511923,-0.1671934084464299,-0.2668421821198273,-0.8798575190013042,-1.0077722569772192,13,4,3
2004-03-12 14:00:00,0.4153968506584996,0.7176473661805491,-0.28857831568625075,0.15120278210024707,0.3220117174553717,-0.3689153724755809,0.48215270310587616,0.2831915482388628,0.40666792554733094,0.019151650373560373,-0.24377672926465985,-0.8143564776678412,-0.9383968802249131,14,4,3
2004-03-12 15:00:00,0.5551631238447217,0.9998682784933579,-0.19256223513754722,0.296748570556567,0.46040110405016427,-0.23636632521829934,0.3771360294387579,0.34846173656680574,0.6076915003486906,0.20549670919355065,-0.30144036140257874,-0.7433970162232568,-0.9267567163402979,15,4,3
2004-03-12 16:00:00,0.4852799872516105,0.8117210036181521,-0.3125823358234266,0.14080665435336692,0.3062856507968726,-0.29527701288820224,0.5016002352664536,0.21792135991091985,0.39912954149227997,0.1409926503712463,-0.289907634974995,-0.7324801760010128,-0.9158149622887599,16,4,3
2004-03-12 17:00:00,0.20574744087916585,0.6620583986037838,-0.5046144969208337,0.03684537688456685,0.205638824182478,-0.43273528411797574,0.7038545697364591,0.1961646304682722,0.2810281912964812,-0.14091397707438,-0.1745803706991574,-0.8907743592235481,-0.9409577162795283,17,4,3
2004-03-12 18:00:00,1.2539944897758333,1.6712119638435243,0.09548600650856337,0.8269510856474475,0.947909170463638,-0.1578187416584288,-0.050709678093946144,0.8488665137477016,1.0348665968015798,0.8529263366322348,-0.3821694463956653,-0.6014780933340874,-0.890439405020299,18,4,3
2004-03-12 19:00:00,1.1142282165896111,1.7353530802782535,0.1494950518172091,0.7125936804317673,0.8504075571809433,-0.17745563754839644,-0.015704120204906722,0.761839595977111,0.8765605316455091,0.943709826826589,-0.4628985313887517,-0.3940581291114556,-0.8164079627141468,19,4,3
2004-03-12 20:00:00,3.1408391777898346,3.0951447486945143,1.625742290253526,2.2096360759824885,1.9952652099196815,0.5000172706554871,-0.7819368873316584,1.3057578320433023,2.2410080456097377,1.9924980424929446,-0.6358894278025085,-0.006510301221801023,-0.72468347130338,20,4,3
2004-03-12 21:00:00,1.6034101727413894,2.047506513593936,0.6955865099379605,0.9101201076224876,1.0171038637610343,0.17600848847102105,-0.2840800640208756,0.8488665137477016,1.1127632320371066,1.3713478464263102,-0.7281512392231787,0.14632546188961187,-0.7111808811972263,21,4,3
2004-03-12 22:00:00,0.9744619434033888,1.5600340286899936,-0.012532084108728098,0.30714469830344715,0.47612717070866345,0.07291478504869095,0.05430699557317212,0.6312992193212251,0.5649739907034017,1.0464385130991478,-0.8550112299266003,0.462913828334682,-0.6636890125479968,22,4,3
2004-03-12 23:00:00,2.3022415386725013,2.38531639348351,0.8996206811039554,1.0868542793194476,1.1649288903509263,0.3036483117558107,-0.326864634774146,0.5225155721079869,1.4168113889241631,1.4430190228955373,-1.0049366734851894,0.7631269344463858,-0.6564721109395355,23,4,3
2004-03-13 00:00:00,0.4153968506584996,0.6877148451776756,-0.5706255522980673,-0.18147330579991325,-0.036542602358408935,-0.22163865330082363,0.5366057931554931,0.0656242538123863,0.11518374208535952,0.5542964346771222,-1.028002126340357,0.7358348338907763,-0.6969798812579959,0,5,3
2004-03-13 01:00:00,-0.14366824208638998,0.3285245931431916,-0.9006808291842358,-0.4101881162312733,-0.3227570155430935,-0.4867367478153867,0.9566724878239661,-0.28248341726997606,-0.08835262740101708,0.21744190527175514,-1.074133032050692,0.7249179936685327,-0.7374876515764567,1,5,3
2004-03-13 02:00:00,-0.35331765186572334,0.2772116999954082,-1.044704950007291,-0.6181106711688734,-0.6089714287277781,-0.7616532902749337,1.3650706631960927,-0.6088343589096907,-0.33460650653268265,-0.023851055507975845,-1.1087312113334433,0.7249179936685327,-0.7763657989510709,2,5,3
2004-03-13 03:00:00,-0.28343451527261226,0.22589880684762478,-1.026701934904409,-0.6181106711688734,-0.6058262153960783,-0.4802850764732418,1.376739182492439,-0.378559980521552,-0.29691458625742767,-0.1361358986430982,-1.2240584756092812,0.921421117668921,-0.7956884709995319,3,5,3
2004-03-13 04:00:00,-0.43458454944656394,0.118996946123076,-0.9666918845614694,-0.5349416491938335,-0.4863081087914847,-0.634013466990144,1.193932380183011,-0.5870776294670431,-0.21650515633688386,-0.1456920555056618,-1.3163202870299515,1.117924241669309,-0.7991805201649166,4,5,3
2004-03-13 05:00:00,-0.7726164714243904,-0.6036596323748737,-1.1227180154531127,-0.9092022480815137,-1.1027699218046514,-0.8647469936972637,2.3141102326322724,-0.9786987594347007,-0.5632708228692291,-0.5589958398115377,-1.1663948434713622,0.7085427333351673,-0.8401538970387616,5,5,3
2004-03-13 06:00:00,-0.6328501982381681,-0.08197855203907571,-1.1407210305559945,-0.8780138648408736,-1.036720441838955,-0.9089300094496909,2.2596571425826557,-1.087482406647939,-0.5783475909793312,-0.5207712123612832,-1.293254834174784,0.921421117668921,-0.8622702084195304,6,5,3
2004-03-13 07:00:00,-0.4232007884588346,-0.0306656588912923,-1.020700929870115,-0.6492990544095135,-0.6467139887081761,-0.4867367478153867,1.5673249976660981,-0.717618006122929,-0.22404354039193483,-0.26992209471898865,-1.397049372023038,1.1615916025582846,-0.8517940609233767,7,5,3
2004-03-13 08:00:00,0.4153968506584996,0.9271750132006648,-0.5106155019551276,0.04724150463144701,0.21192925084587766,0.08764245696616667,0.42769961305625925,-0.3042401467126237,0.4518982298776369,0.3321157876225184,-1.3739839191678704,1.1452163422249184,-0.8487676183133769,8,5,3
2004-03-13 09:00:00,1.1142282165896111,1.2350523720873652,0.1314920367143272,0.3903137202784871,0.557902717332859,0.2791021918933511,0.0193014376841327,0.1961646304682722,0.7006649036943194,0.8553153758478756,-1.0164693999127732,0.49566434900141343,-0.8070958316064548,9,5,3
2004-03-13 10:00:00,0.7648125336240554,1.4018192748176614,-0.34258736099489645,0.16159890984712705,0.3314473574504712,0.05818711313121522,0.17099218853663686,0.34846173656680574,0.4242574883424499,0.9843234934924844,-0.6935530599404273,0.03169863955605239,-0.757974340013379,10,5,3
2004-03-13 11:00:00,1.3937607629620554,1.8080463455709468,0.3955362582232619,0.49427499774728734,0.6554043306155538,0.28401141586584305,-0.06626770382240811,1.0446770787315305,0.7082032877493704,1.2662301209381106,-0.32450581425774644,-0.4595591704449181,-0.7309691598010721,11,5,3
2004-03-13 12:00:00,1.0443450799965,1.4189235725335891,-0.04253710928019795,0.2759563150628071,0.44467503739166514,0.004185649433804213,0.1943292271293298,1.1099472670594734,0.45441102456265386,0.7979784346724941,-0.0015894742854006961,-0.9180664597791576,-0.8150111430479932,12,5,3
2004-03-13 13:00:00,0.4852799872516105,0.8929664177688091,-0.37859339120066027,0.09922214336584703,0.26225266415307497,-0.4180076122005,0.6299539475262648,0.30494827768151045,0.25590024444631126,0.11471321899919641,0.11373778999043711,-1.0545269625572047,-0.8476036019249155,13,5,3
2004-03-13 14:00:00,-0.07378510549327874,0.3755614118619931,-0.630635602641007,-0.2854345832687133,-0.16235113562640216,-0.5898304512377168,1.0227940971699294,-0.1736997700567378,-0.02553276027559221,-0.48493562412666974,-0.047720379995735654,-0.8634822586679386,-0.8063974217733779,14,5,3
2004-03-13 15:00:00,-0.07378510549327874,0.5166718680183975,-0.6546396227781829,-0.2230578167874333,-0.09001122899730606,-0.5849212272652249,0.8711033463174253,0.13089444214032925,0.08503020586515558,-0.25319882020950235,-0.0015894742854006961,-0.9289833000014011,-0.8261857003772235,15,5,3
2004-03-13 16:00:00,0.2756305774722771,0.7988927803312063,-0.6366366076753011,-0.11909653931863325,0.03579730427068716,-0.49164597178787867,0.6960755568722282,0.30494827768151045,0.14031168893552948,0.05976531703945569,-0.09385128570607061,-0.8471069983345727,-0.8331697987079926,16,5,3
2004-03-13 17:00:00,0.13586430428605464,0.8844142689108453,-0.7206506781554166,-0.07751202833111319,0.07668507758278496,-0.44255373206295956,0.5871693767729944,0.32670500712415806,0.26092583381634527,0.0740995523333011,-0.1976458235543249,-0.6997296553342818,-0.808725454550301,17,5,3
2004-03-13 18:00:00,0.7648125336240554,1.5129972099711921,-0.15655620493178338,0.4318982312660072,0.5893548506498574,-0.0547250382360987,0.02319094411624819,0.827109784305054,0.7056904930643534,0.8170907483976213,-0.2668421821198273,-0.525060211778381,-0.7309691598010721,18,5,3
2004-03-13 19:00:00,1.463643899555167,2.0945433323127376,0.24551113236591263,0.8581394688880876,0.9762160904489365,0.19073616038849678,-0.2607430254281827,1.196974184830064,1.0650201330217837,1.3355122581916967,-0.30144036140257874,-0.4486423302226745,-0.7034983730333805,19,5,3
2004-03-13 20:00:00,1.463643899555167,2.103095481170701,0.40153726325755584,0.8165549579005673,0.9384735304685385,0.2005546083334806,-0.2763010511566446,1.1099472670594734,1.0474305702266646,1.5385805915211734,-0.3129730878301627,-0.3558491883336022,-0.6529800617741511,20,5,3
2004-03-13 21:00:00,1.463643899555167,2.145856225460521,0.31152218774314633,0.7229898081786474,0.8535527705126431,0.22019150422344821,-0.2451849996997207,1.0664338081741782,0.90922686255073,1.9901090032773037,-0.35910399354049766,-0.20847184533331128,-0.5819750620779989,21,5,3
2004-03-13 22:00:00,0.6949293970309441,1.3889910515307156,-0.22256726030901705,0.18239116534088698,0.3566090641040699,-0.11854494987849352,0.07375452773374958,0.7183261370918157,0.6277938578288266,1.3641807287793877,-0.4398330785335842,-0.11022028333311694,-0.5891919636864602,22,5,3
2004-03-13 23:00:00,0.34551371406538833,1.2778131163771849,-0.6066315825038312,-0.04632364509047309,0.10813721089978326,-0.3247323567231537,0.26045083647529316,0.4354886543373963,0.26343862850136224,1.1539452778029884,-0.4283003521060005,-0.07201134255526391,-0.5582291277533841,23,5,3
2004-03-14 00:00:00,0.5551631238447217,1.7738377501390912,-0.7446546982925925,-0.03592751734359312,0.11757285089488276,-0.23636632521829934,0.24878231717894667,0.4137319248947487,0.2835409859814982,1.1515562385873475,-0.5205621635266706,0.16270072222297777,-0.4872241280572321,0,6,3
2004-03-14 01:00:00,0.4852799872516105,1.5600340286899936,-0.5166165069894216,0.057637632378326975,0.21821967750927734,-0.3149139087781699,0.21377675928990725,0.1961646304682722,0.31620731688671916,1.1396110425091428,-0.4398330785335842,0.04807389988941792,-0.47837760350492453,1,6,3
2004-03-14 02:00:00,0.2756305774722771,1.0597333204991053,-0.7506557033268865,-0.2854345832687133,-0.15920592229470232,-0.5407382115127978,0.4977107288343381,-0.13018631117144253,0.11267094740034253,0.6785264738904491,-0.6820203335128435,0.45199698811243805,-0.47814480022723227,2,6,3
2004-03-14 03:00:00,0.20574744087916585,0.9613836086325204,-0.5106155019551276,-0.17107717805303327,-0.023961749031609615,-0.39192121732396606,0.3732465230066424,-0.2538008930026135,0.30615613814665116,0.5375731601676359,-0.7858148713610976,0.6976258931129232,-0.4462507511833871,3,6,3
2004-03-14 04:00:00,-0.5947571189193817,0.046303680830382825,-0.9666918845614694,-0.6389029266626335,-0.6372783487130765,-0.8254732019173285,1.18615336731878,-0.6088343589096907,-0.11599336893620403,-0.004738741782848636,-0.7281512392231787,0.5720822305571198,-0.4627797838995405,4,6,3
2004-03-14 05:00:00,-0.6328501982381681,-0.24446938034038987,-1.1107160053845246,-0.7948448428658336,-0.8951858419124626,-0.9089300094496909,1.7384632806791798,-0.8699151122214626,-0.3044529703124787,-0.29620152609103856,-0.7973475977886814,0.6812506327795578,-0.47907601333800165,5,6,3
2004-03-14 06:00:00,-0.7726164714243904,-0.18460433833464254,-1.1287190204874067,-0.9195983758283937,-1.1247864151265503,-0.9531130252021182,2.216872571829385,-1.022212218319996,-0.4150159364532265,-0.4323767613825699,-0.7858148713610976,0.6321248517794608,-0.4930442099995395,6,6,3
2004-03-14 07:00:00,-0.8424996080175017,-0.3898559109257762,-1.1407210305559945,-0.9299945035752737,-1.1342220551216498,-0.8058363060273609,2.174088001076115,-0.9351853005494055,-0.3974263736581075,-0.477768506479747,-0.9242075884921029,0.9268795377800426,-0.4797744231710785,7,6,3
2004-03-14 08:00:00,-0.4930839250519458,0.1532055415549316,-1.0867119852473488,-0.7428642041314335,-0.797684228629768,-0.6732872587700793,1.5556564783697517,-0.5653209000243955,-0.21147956696684986,-0.2245303496218115,-0.7858148713610976,0.6594169523350702,-0.4797744231710785,8,6,3
2004-03-14 09:00:00,-0.35331765186572334,0.4952914958734877,-0.9606908795271755,-0.5141493937000734,-0.46429161546958586,-0.5898304512377168,0.8944403849101182,-0.5870776294670431,0.0724662324400706,0.0956009052740692,-0.6935530599404273,0.512039609334779,-0.4571925052349251,9,6,3
2004-03-14 10:00:00,0.06598116769294372,0.910070715484737,-0.5286185170580096,-0.2854345832687133,-0.16549634895810197,-0.4621906279529272,0.49382122240222265,-0.2607266878273284,0.2910793700365492,0.41095408173866815,-0.45136580496116796,0.1354086216673683,-0.4336793741880026,10,6,3
2004-03-14 11:00:00,0.4852799872516105,1.3932671259596974,-0.41459942140642414,-0.04632364509047309,0.10499199756808343,-0.30509546083318606,0.20599774642567628,0.08738098325503396,0.4971285342079428,0.7215291797719853,-0.1745803706991574,-0.2466807861111643,-0.4194783742487722,11,6,3
2004-03-14 12:00:00,0.4852799872516105,1.2692609675192208,-0.432602436509306,-0.06711590058423321,0.08297550424618462,-0.37873382042056475,0.3187934329570255,0.1961646304682722,0.44938543519261986,0.49934853271738144,0.10220506356285357,-0.6724375547786723,-0.4928114067218472,12,6,3
2004-03-14 13:00:00,-0.07378510549327874,0.6919909196066575,-0.7446546982925925,-0.39979198848439335,-0.3007405222211947,-0.6143765711001764,1.0072360714414674,-0.13018631117144253,0.06744064307003661,-0.1743605260933526,0.32132686568694524,-1.0490685424460828,-0.6469271765541511,13,6,3
2004-03-14 14:00:00,-0.21355137867950105,0.3755614118619931,-0.7986637436012383,-0.39979198848439335,-0.30388573555289455,-0.6634688108250955,1.0850262000837774,-0.1736997700567378,-0.02050717090555822,-0.4323767613825699,0.3443923185421127,-1.1145695837795457,-0.6925566189818422,14,6,3
2004-03-14 15:00:00,-0.14366824208638998,0.5936412077400726,-0.7086486680868287,-0.3270190942562334,-0.2189649755969991,-0.6192857950726682,0.9955675521451209,-0.06491612284349958,0.03226151747979868,-0.3654836633446247,0.40205595068003164,-1.1800706251130084,-0.7137417172518419,15,6,3
2004-03-14 16:00:00,0.625046260437833,1.448856093536463,-0.40259741133783616,0.057637632378326975,0.21821967750927734,-0.3345508046681375,0.5793903639087634,0.4137319248947487,0.37148879995709305,0.1099351405679146,0.436654129962783,-1.2128211457797398,-0.7158369467510725,16,6,3
2004-03-14 17:00:00,0.5551631238447217,1.3633346049568238,-0.36659138113207235,0.06803376012520694,0.2370909574994763,-0.2854585649432184,0.45881566451318323,0.391975195452101,0.42677028302746695,0.365562336641491,0.3328595921145292,-1.0818190631128142,-0.6739323567664582,17,6,3
2004-03-14 18:00:00,0.2756305774722771,1.5343775821161019,-0.5706255522980673,0.08882601561896689,0.24967181082627563,-0.38364304439305663,0.4043625744635663,0.2396780893535675,0.4343086670825179,0.49934853271738144,0.14833596927318854,-0.7597722765566223,-0.5316895540964618,18,6,3
